"DEPARTURES_SCHEDULED","PASSENGERS","CARRIER","CARRIER_NAME","ORIGIN","ORIGIN_CITY_NAME","DEST","DEST_CITY_NAME","AIRCRAFT_TYPE","YEAR","MONTH",
0.00,172.00,"WG","Sunwing Airlines Inc.","MCO","Orlando, FL","FLL","Fort Lauderdale, FL","614",2017,12,
0.00,150.00,"WG","Sunwing Airlines Inc.","MCO","Orlando, FL","PIE","St. Petersburg, FL","614",2017,12,
0.00,93.00,"WG","Sunwing Airlines Inc.","PIE","St. Petersburg, FL","MCO","Orlando, FL","614",2017,12,
0.00,2.00,"0CQ","ACM AIR CHARTER GmbH","EWR","Newark, NJ","OPF","Miami, FL","614",2017,12,
0.00,2.00,"0CQ","ACM AIR CHARTER GmbH","HNL","Honolulu, HI","LAX","Los Angeles, CA","682",2017,12,
0.00,4.00,"0CQ","ACM AIR CHARTER GmbH","IAD","Washington, DC","EWR","Newark, NJ","614",2017,12,
0.00,9.00,"0CQ","ACM AIR CHARTER GmbH","IAD","Washington, DC","LAX","Los Angeles, CA","614",2017,12,
0.00,2.00,"0CQ","ACM AIR CHARTER GmbH","IAD","Washington, DC","PSM","Portsmouth, NH","614",2017,12,
0.00,2.00,"0CQ","ACM AIR CHARTER GmbH","LAX","Los Angeles, CA","BWI","Baltimore, MD","682",2017,12,
0.00,12.00,"0CQ","ACM AIR CHARTER GmbH","LAX","Los Angeles, CA","PSM","Portsmouth, NH","614",2017,12,
0.00,1.00,"0CQ","ACM AIR CHARTER GmbH","OPF","Miami, FL","IAD","Washington, DC","614",2017,12,
0.00,7.00,"1SQ","Star Marianas Air Inc.","GUM","Guam, TT","ROP","Rota, TT","194",2017,12,
0.00,0.00,"1SQ","Star Marianas Air Inc.","GUM","Guam, TT","ROP","Rota, TT","079",2017,12,
0.00,13.00,"1SQ","Star Marianas Air Inc.","GUM","Guam, TT","SPN","Saipan, TT","194",2017,12,
0.00,0.00,"1SQ","Star Marianas Air Inc.","GUM","Guam, TT","SPN","Saipan, TT","079",2017,12,
0.00,0.00,"1SQ","Star Marianas Air Inc.","GUM","Guam, TT","TIQ","Tinian, TT","079",2017,12,
0.00,4.00,"1SQ","Star Marianas Air Inc.","ROP","Rota, TT","GUM","Guam, TT","194",2017,12,
0.00,2.00,"1SQ","Star Marianas Air Inc.","ROP","Rota, TT","GUM","Guam, TT","079",2017,12,
0.00,140.00,"1SQ","Star Marianas Air Inc.","ROP","Rota, TT","SPN","Saipan, TT","194",2017,12,
0.00,5.00,"1SQ","Star Marianas Air Inc.","ROP","Rota, TT","SPN","Saipan, TT","079",2017,12,
0.00,0.00,"1SQ","Star Marianas Air Inc.","ROP","Rota, TT","TIQ","Tinian, TT","194",2017,12,
0.00,0.00,"1SQ","Star Marianas Air Inc.","ROP","Rota, TT","TIQ","Tinian, TT","079",2017,12,
0.00,14.00,"1SQ","Star Marianas Air Inc.","SPN","Saipan, TT","GUM","Guam, TT","194",2017,12,
0.00,132.00,"1SQ","Star Marianas Air Inc.","SPN","Saipan, TT","ROP","Rota, TT","194",2017,12,
0.00,1.00,"1SQ","Star Marianas Air Inc.","SPN","Saipan, TT","ROP","Rota, TT","079",2017,12,
0.00,29.00,"1SQ","Star Marianas Air Inc.","SPN","Saipan, TT","TIQ","Tinian, TT","079",2017,12,
0.00,0.00,"1SQ","Star Marianas Air Inc.","SPN","Saipan, TT","TIQ","Tinian, TT","079",2017,12,
0.00,1.00,"1SQ","Star Marianas Air Inc.","TIQ","Tinian, TT","ROP","Rota, TT","194",2017,12,
0.00,31.00,"1SQ","Star Marianas Air Inc.","TIQ","Tinian, TT","SPN","Saipan, TT","079",2017,12,
0.00,8.00,"1SQ","Star Marianas Air Inc.","TIQ","Tinian, TT","SPN","Saipan, TT","194",2017,12,
0.00,0.00,"1SQ","Star Marianas Air Inc.","TIQ","Tinian, TT","SPN","Saipan, TT","079",2017,12,
0.00,40.00,"9E","Endeavor Air Inc.","AEX","Alexandria, LA","ATL","Atlanta, GA","638",2017,12,
0.00,43.00,"9E","Endeavor Air Inc.","AEX","Alexandria, LA","CSG","Columbus, GA","629",2017,12,
0.00,70.00,"9E","Endeavor Air Inc.","ALB","Albany, NY","LGA","New York, NY","638",2017,12,
0.00,58.00,"9E","Endeavor Air Inc.","ATL","Atlanta, GA","AEX","Alexandria, LA","638",2017,12,
0.00,28.00,"9E","Endeavor Air Inc.","ATL","Atlanta, GA","BQK","Brunswick, GA","638",2017,12,
0.00,19.00,"9E","Endeavor Air Inc.","ATL","Atlanta, GA","CSG","Columbus, GA","638",2017,12,
0.00,33.00,"9E","Endeavor Air Inc.","ATL","Atlanta, GA","EWN","New Bern/Morehead/Beaufort, NC","638",2017,12,
0.00,48.00,"9E","Endeavor Air Inc.","ATL","Atlanta, GA","MLU","Monroe, LA","629",2017,12,
0.00,61.00,"9E","Endeavor Air Inc.","ATL","Atlanta, GA","MSP","Minneapolis, MN","638",2017,12,
0.00,44.00,"9E","Endeavor Air Inc.","ATL","Atlanta, GA","MSY","New Orleans, LA","629",2017,12,
0.00,42.00,"9E","Endeavor Air Inc.","ATL","Atlanta, GA","RDU","Raleigh/Durham, NC","629",2017,12,
0.00,46.00,"9E","Endeavor Air Inc.","ATL","Atlanta, GA","TRI","Bristol/Johnson City/Kingsport, TN","638",2017,12,
0.00,38.00,"9E","Endeavor Air Inc.","ATL","Atlanta, GA","VLD","Valdosta, GA","638",2017,12,
0.00,59.00,"9E","Endeavor Air Inc.","BDL","Hartford, CT","LGA","New York, NY","638",2017,12,
0.00,84.00,"9E","Endeavor Air Inc.","BGR","Bangor, ME","LGA","New York, NY","638",2017,12,
0.00,128.00,"9E","Endeavor Air Inc.","BNA","Nashville, TN","DFW","Dallas/Fort Worth, TX","638",2017,12,
0.00,27.00,"9E","Endeavor Air Inc.","BQK","Brunswick, GA","ATL","Atlanta, GA","638",2017,12,
0.00,37.00,"9E","Endeavor Air Inc.","CLE","Cleveland, OH","DTW","Detroit, MI","629",2017,12,
0.00,39.00,"9E","Endeavor Air Inc.","CLT","Charlotte, NC","LGA","New York, NY","629",2017,12,
0.00,29.00,"9E","Endeavor Air Inc.","CSG","Columbus, GA","ATL","Atlanta, GA","638",2017,12,
0.00,32.00,"9E","Endeavor Air Inc.","CWA","Mosinee, WI","DTW","Detroit, MI","638",2017,12,
0.00,49.00,"9E","Endeavor Air Inc.","CWA","Mosinee, WI","MSP","Minneapolis, MN","638",2017,12,
0.00,39.00,"9E","Endeavor Air Inc.","DTW","Detroit, MI","ATL","Atlanta, GA","638",2017,12,
0.00,50.00,"9E","Endeavor Air Inc.","DTW","Detroit, MI","CWA","Mosinee, WI","638",2017,12,
0.00,37.00,"9E","Endeavor Air Inc.","DTW","Detroit, MI","MSP","Minneapolis, MN","629",2017,12,
0.00,36.00,"9E","Endeavor Air Inc.","EVV","Evansville, IN","DAY","Dayton, OH","629",2017,12,
0.00,39.00,"9E","Endeavor Air Inc.","EWN","New Bern/Morehead/Beaufort, NC","ATL","Atlanta, GA","638",2017,12,
0.00,64.00,"9E","Endeavor Air Inc.","GRB","Green Bay, WI","MSP","Minneapolis, MN","638",2017,12,
0.00,72.00,"9E","Endeavor Air Inc.","IAD","Washington, DC","DCA","Washington, DC","638",2017,12,
0.00,47.00,"9E","Endeavor Air Inc.","IAD","Washington, DC","RIC","Richmond, VA","629",2017,12,
0.00,47.00,"9E","Endeavor Air Inc.","ILM","Wilmington, NC","EWN","New Bern/Morehead/Beaufort, NC","629",2017,12,
0.00,72.00,"9E","Endeavor Air Inc.","JFK","New York, NY","IAD","Washington, DC","638",2017,12,
0.00,65.00,"9E","Endeavor Air Inc.","JFK","New York, NY","LIT","Little Rock, AR","638",2017,12,
0.00,45.00,"9E","Endeavor Air Inc.","LAN","Lansing, MI","MSP","Minneapolis, MN","638",2017,12,
0.00,43.00,"9E","Endeavor Air Inc.","LGA","New York, NY","BGR","Bangor, ME","638",2017,12,
0.00,38.00,"9E","Endeavor Air Inc.","LGA","New York, NY","CLT","Charlotte, NC","629",2017,12,
0.00,62.00,"9E","Endeavor Air Inc.","LGA","New York, NY","DTW","Detroit, MI","638",2017,12,
0.00,22.00,"9E","Endeavor Air Inc.","LGA","New York, NY","MSP","Minneapolis, MN","638",2017,12,
0.00,65.00,"9E","Endeavor Air Inc.","LIT","Little Rock, AR","DFW","Dallas/Fort Worth, TX","638",2017,12,
0.00,46.00,"9E","Endeavor Air Inc.","MLI","Moline, IL","MSP","Minneapolis, MN","638",2017,12,
0.00,48.00,"9E","Endeavor Air Inc.","MLU","Monroe, LA","AEX","Alexandria, LA","629",2017,12,
0.00,28.00,"9E","Endeavor Air Inc.","MOT","Minot, ND","MSP","Minneapolis, MN","638",2017,12,
0.00,50.00,"9E","Endeavor Air Inc.","MSP","Minneapolis, MN","CWA","Mosinee, WI","638",2017,12,
0.00,23.00,"9E","Endeavor Air Inc.","MSP","Minneapolis, MN","LAN","Lansing, MI","638",2017,12,
0.00,43.00,"9E","Endeavor Air Inc.","MSP","Minneapolis, MN","MLI","Moline, IL","638",2017,12,
0.00,53.00,"9E","Endeavor Air Inc.","MSP","Minneapolis, MN","MOT","Minot, ND","638",2017,12,
0.00,51.00,"9E","Endeavor Air Inc.","MSP","Minneapolis, MN","OKC","Oklahoma City, OK","638",2017,12,
0.00,57.00,"9E","Endeavor Air Inc.","MSP","Minneapolis, MN","PSC","Pasco/Kennewick/Richland, WA","638",2017,12,
0.00,140.00,"9E","Endeavor Air Inc.","MSP","Minneapolis, MN","TUL","Tulsa, OK","629",2017,12,
0.00,44.00,"9E","Endeavor Air Inc.","MSY","New Orleans, LA","BTR","Baton Rouge, LA","629",2017,12,
0.00,47.00,"9E","Endeavor Air Inc.","OAJ","Jacksonville/Camp Lejeune, NC","CSG","Columbus, GA","629",2017,12,
0.00,57.00,"9E","Endeavor Air Inc.","OKC","Oklahoma City, OK","MSP","Minneapolis, MN","638",2017,12,
0.00,36.00,"9E","Endeavor Air Inc.","PIA","Peoria, IL","CSG","Columbus, GA","629",2017,12,
0.00,37.00,"9E","Endeavor Air Inc.","PIA","Peoria, IL","MSP","Minneapolis, MN","638",2017,12,
0.00,45.00,"9E","Endeavor Air Inc.","PSC","Pasco/Kennewick/Richland, WA","MSP","Minneapolis, MN","638",2017,12,
0.00,42.00,"9E","Endeavor Air Inc.","RDU","Raleigh/Durham, NC","OAJ","Jacksonville/Camp Lejeune, NC","629",2017,12,
0.00,68.00,"9E","Endeavor Air Inc.","ROC","Rochester, NY","RST","Rochester, MN","638",2017,12,
0.00,68.00,"9E","Endeavor Air Inc.","RST","Rochester, MN","MSP","Minneapolis, MN","638",2017,12,
0.00,70.00,"9E","Endeavor Air Inc.","STL","St. Louis, MO","ALB","Albany, NY","638",2017,12,
0.00,46.00,"9E","Endeavor Air Inc.","SYR","Syracuse, NY","ROC","Rochester, NY","629",2017,12,
0.00,35.00,"9E","Endeavor Air Inc.","TRI","Bristol/Johnson City/Kingsport, TN","ATL","Atlanta, GA","638",2017,12,
0.00,143.00,"9E","Endeavor Air Inc.","TUL","Tulsa, OK","MSP","Minneapolis, MN","629",2017,12,
0.00,37.00,"9E","Endeavor Air Inc.","TYS","Knoxville, TN","CLE","Cleveland, OH","629",2017,12,
0.00,69.00,"9E","Endeavor Air Inc.","TYS","Knoxville, TN","EWR","Newark, NJ","638",2017,12,
0.00,43.00,"9E","Endeavor Air Inc.","VLD","Valdosta, GA","ATL","Atlanta, GA","638",2017,12,
0.00,27.00,"AX","Trans States Airlines","ALO","Waterloo, IA","MWA","Marion/Herrin, IL","675",2017,12,
0.00,0.00,"AX","Trans States Airlines","BOS","Boston, MA","DCA","Washington, DC","675",2017,12,
0.00,32.00,"AX","Trans States Airlines","DAY","Dayton, OH","STL","St. Louis, MO","675",2017,12,
0.00,40.00,"AX","Trans States Airlines","DCA","Washington, DC","BOS","Boston, MA","675",2017,12,
0.00,22.00,"AX","Trans States Airlines","DSM","Des Moines, IA","MDW","Chicago, IL","675",2017,12,
0.00,36.00,"AX","Trans States Airlines","ILG","Wilmington, DE","SBN","South Bend, IN","675",2017,12,
0.00,29.00,"AX","Trans States Airlines","INT","Winston-Salem, NC","SBN","South Bend, IN","675",2017,12,
0.00,30.00,"AX","Trans States Airlines","LAN","Lansing, MI","TRI","Bristol/Johnson City/Kingsport, TN","675",2017,12,
0.00,47.00,"AX","Trans States Airlines","MDT","Harrisburg, PA","ABE","Allentown/Bethlehem/Easton, PA","675",2017,12,
0.00,27.00,"AX","Trans States Airlines","MWA","Marion/Herrin, IL","ALO","Waterloo, IA","675",2017,12,
0.00,47.00,"AX","Trans States Airlines","ORD","Chicago, IL","MDT","Harrisburg, PA","675",2017,12,
0.00,35.00,"AX","Trans States Airlines","SBN","South Bend, IN","ILG","Wilmington, DE","675",2017,12,
0.00,29.00,"AX","Trans States Airlines","SBN","South Bend, IN","INT","Winston-Salem, NC","675",2017,12,
0.00,37.00,"AX","Trans States Airlines","STL","St. Louis, MO","COS","Colorado Springs, CO","675",2017,12,
0.00,30.00,"AX","Trans States Airlines","TRI","Bristol/Johnson City/Kingsport, TN","LAN","Lansing, MI","675",2017,12,
0.00,246.00,"DL","Delta Air Lines Inc.","ABQ","Albuquerque, NM","LAX","Los Angeles, CA","624",2017,12,
0.00,200.00,"DL","Delta Air Lines Inc.","ABQ","Albuquerque, NM","SLC","Salt Lake City, UT","608",2017,12,
0.00,65.00,"DL","Delta Air Lines Inc.","ABQ","Albuquerque, NM","SLC","Salt Lake City, UT","698",2017,12,
0.00,133.00,"DL","Delta Air Lines Inc.","ANC","Anchorage, AK","PDX","Portland, OR","614",2017,12,
0.00,246.00,"DL","Delta Air Lines Inc.","ATL","Atlanta, GA","ABQ","Albuquerque, NM","624",2017,12,
0.00,124.00,"DL","Delta Air Lines Inc.","ATL","Atlanta, GA","AUS","Austin, TX","656",2017,12,
0.00,113.00,"DL","Delta Air Lines Inc.","ATL","Atlanta, GA","AUS","Austin, TX","698",2017,12,
0.00,128.00,"DL","Delta Air Lines Inc.","ATL","Atlanta, GA","BDL","Hartford, CT","656",2017,12,
0.00,148.00,"DL","Delta Air Lines Inc.","ATL","Atlanta, GA","BHM","Birmingham, AL","656",2017,12,
0.00,275.00,"DL","Delta Air Lines Inc.","ATL","Atlanta, GA","BHM","Birmingham, AL","888",2017,12,
0.00,146.00,"DL","Delta Air Lines Inc.","ATL","Atlanta, GA","BNA","Nashville, TN","888",2017,12,
0.00,132.00,"DL","Delta Air Lines Inc.","ATL","Atlanta, GA","BOS","Boston, MA","698",2017,12,
0.00,164.00,"DL","Delta Air Lines Inc.","ATL","Atlanta, GA","BOS","Boston, MA","888",2017,12,
0.00,108.00,"DL","Delta Air Lines Inc.","ATL","Atlanta, GA","BTR","Baton Rouge, LA","612",2017,12,
0.00,145.00,"DL","Delta Air Lines Inc.","ATL","Atlanta, GA","BWI","Baltimore, MD","694",2017,12,
0.00,0.00,"DL","Delta Air Lines Inc.","ATL","Atlanta, GA","BWI","Baltimore, MD","626",2017,12,
0.00,328.00,"DL","Delta Air Lines Inc.","ATL","Atlanta, GA","BZN","Bozeman, MT","699",2017,12,
0.00,96.00,"DL","Delta Air Lines Inc.","ATL","Atlanta, GA","CAE","Columbia, SC","698",2017,12,
0.00,89.00,"DL","Delta Air Lines Inc.","ATL","Atlanta, GA","CHS","Charleston, SC","656",2017,12,
0.00,127.00,"DL","Delta Air Lines Inc.","ATL","Atlanta, GA","CHS","Charleston, SC","888",2017,12,
0.00,0.00,"DL","Delta Air Lines Inc.","ATL","Atlanta, GA","CID","Cedar Rapids/Iowa City, IA","698",2017,12,
0.00,148.00,"DL","Delta Air Lines Inc.","ATL","Atlanta, GA","CLE","Cleveland, OH","622",2017,12,
0.00,0.00,"DL","Delta Air Lines Inc.","ATL","Atlanta, GA","CMH","Columbus, OH","622",2017,12,
0.00,84.00,"DL","Delta Air Lines Inc.","ATL","Atlanta, GA","CVG","Cincinnati, OH","608",2017,12,
0.00,0.00,"DL","Delta Air Lines Inc.","ATL","Atlanta, GA","CVG","Cincinnati, OH","622",2017,12,
0.00,0.00,"DL","Delta Air Lines Inc.","ATL","Atlanta, GA","CVG","Cincinnati, OH","687",2017,12,
0.00,149.00,"DL","Delta Air Lines Inc.","ATL","Atlanta, GA","DAY","Dayton, OH","656",2017,12,
0.00,203.00,"DL","Delta Air Lines Inc.","ATL","Atlanta, GA","DTW","Detroit, MI","626",2017,12,
0.00,175.00,"DL","Delta Air Lines Inc.","ATL","Atlanta, GA","DTW","Detroit, MI","627",2017,12,
0.00,120.00,"DL","Delta Air Lines Inc.","ATL","Atlanta, GA","ECP","Panama City, FL","614",2017,12,
0.00,119.00,"DL","Delta Air Lines Inc.","ATL","Atlanta, GA","EWR","Newark, NJ","612",2017,12,
0.00,141.00,"DL","Delta Air Lines Inc.","ATL","Atlanta, GA","EWR","Newark, NJ","656",2017,12,
0.00,45.00,"DL","Delta Air Lines Inc.","ATL","Atlanta, GA","EWR","Newark, NJ","622",2017,12,
0.00,92.00,"DL","Delta Air Lines Inc.","ATL","Atlanta, GA","GRR","Grand Rapids, MI","694",2017,12,
0.00,0.00,"DL","Delta Air Lines Inc.","ATL","Atlanta, GA","GSP","Greer, SC","626",2017,12,
0.00,0.00,"DL","Delta Air Lines Inc.","ATL","Atlanta, GA","GSP","Greer, SC","655",2017,12,
0.00,0.00,"DL","Delta Air Lines Inc.","ATL","Atlanta, GA","HPN","White Plains, NY","622",2017,12,
0.00,100.00,"DL","Delta Air Lines Inc.","ATL","Atlanta, GA","HRL","Harlingen/San Benito, TX","608",2017,12,
0.00,131.00,"DL","Delta Air Lines Inc.","ATL","Atlanta, GA","IAD","Washington, DC","656",2017,12,
0.00,51.00,"DL","Delta Air Lines Inc.","ATL","Atlanta, GA","IAD","Washington, DC","622",2017,12,
0.00,166.00,"DL","Delta Air Lines Inc.","ATL","Atlanta, GA","IND","Indianapolis, IN","656",2017,12,
0.00,0.00,"DL","Delta Air Lines Inc.","ATL","Atlanta, GA","IND","Indianapolis, IN","612",2017,12,
0.00,93.00,"DL","Delta Air Lines Inc.","ATL","Atlanta, GA","IND","Indianapolis, IN","622",2017,12,
0.00,0.00,"DL","Delta Air Lines Inc.","ATL","Atlanta, GA","IND","Indianapolis, IN","624",2017,12,
0.00,0.00,"DL","Delta Air Lines Inc.","ATL","Atlanta, GA","IND","Indianapolis, IN","888",2017,12,
0.00,934.00,"DL","Delta Air Lines Inc.","ATL","Atlanta, GA","JFK","New York, NY","626",2017,12,
0.00,168.00,"DL","Delta Air Lines Inc.","ATL","Atlanta, GA","JFK","New York, NY","699",2017,12,
0.00,51.00,"DL","Delta Air Lines Inc.","ATL","Atlanta, GA","JFK","New York, NY","622",2017,12,
0.00,180.00,"DL","Delta Air Lines Inc.","ATL","Atlanta, GA","LAS","Las Vegas, NV","699",2017,12,
0.00,0.00,"DL","Delta Air Lines Inc.","ATL","Atlanta, GA","LAS","Las Vegas, NV","622",2017,12,
0.00,179.00,"DL","Delta Air Lines Inc.","ATL","Atlanta, GA","LAX","Los Angeles, CA","626",2017,12,
0.00,365.00,"DL","Delta Air Lines Inc.","ATL","Atlanta, GA","LAX","Los Angeles, CA","819",2017,12,
0.00,276.00,"DL","Delta Air Lines Inc.","ATL","Atlanta, GA","LGA","New York, NY","655",2017,12,
0.00,2220.00,"DL","Delta Air Lines Inc.","ATL","Atlanta, GA","LGA","New York, NY","699",2017,12,
0.00,131.00,"DL","Delta Air Lines Inc.","ATL","Atlanta, GA","MCO","Orlando, FL","698",2017,12,
0.00,96.00,"DL","Delta Air Lines Inc.","ATL","Atlanta, GA","MCO","Orlando, FL","622",2017,12,
0.00,120.00,"DL","Delta Air Lines Inc.","ATL","Atlanta, GA","MDW","Chicago, IL","612",2017,12,
0.00,243.00,"DL","Delta Air Lines Inc.","ATL","Atlanta, GA","MDW","Chicago, IL","694",2017,12,
0.00,42.00,"DL","Delta Air Lines Inc.","ATL","Atlanta, GA","MDW","Chicago, IL","622",2017,12,
0.00,226.00,"DL","Delta Air Lines Inc.","ATL","Atlanta, GA","MEM","Memphis, TN","622",2017,12,
0.00,43.00,"DL","Delta Air Lines Inc.","ATL","Atlanta, GA","MEM","Memphis, TN","622",2017,12,
0.00,0.00,"DL","Delta Air Lines Inc.","ATL","Atlanta, GA","MIA","Miami, FL","622",2017,12,
0.00,0.00,"DL","Delta Air Lines Inc.","ATL","Atlanta, GA","MIA","Miami, FL","626",2017,12,
0.00,113.00,"DL","Delta Air Lines Inc.","ATL","Atlanta, GA","MKE","Milwaukee, WI","698",2017,12,
0.00,105.00,"DL","Delta Air Lines Inc.","ATL","Atlanta, GA","MLB","Melbourne, FL","612",2017,12,
0.00,41.00,"DL","Delta Air Lines Inc.","ATL","Atlanta, GA","MOB","Mobile, AL","612",2017,12,
0.00,144.00,"DL","Delta Air Lines Inc.","ATL","Atlanta, GA","MSN","Madison, WI","694",2017,12,
0.00,0.00,"DL","Delta Air Lines Inc.","ATL","Atlanta, GA","MSN","Madison, WI","626",2017,12,
0.00,147.00,"DL","Delta Air Lines Inc.","ATL","Atlanta, GA","MSP","Minneapolis, MN","687",2017,12,
0.00,0.00,"DL","Delta Air Lines Inc.","ATL","Atlanta, GA","MSP","Minneapolis, MN","819",2017,12,
0.00,156.00,"DL","Delta Air Lines Inc.","ATL","Atlanta, GA","MSY","New Orleans, LA","699",2017,12,
0.00,0.00,"DL","Delta Air Lines Inc.","ATL","Atlanta, GA","MSY","New Orleans, LA","622",2017,12,
0.00,147.00,"DL","Delta Air Lines Inc.","ATL","Atlanta, GA","MSY","New Orleans, LA","626",2017,12,
0.00,45.00,"DL","Delta Air Lines Inc.","ATL","Atlanta, GA","OKC","Oklahoma City, OK","622",2017,12,
0.00,170.00,"DL","Delta Air Lines Inc.","ATL","Atlanta, GA","ONT","Ontario, CA","888",2017,12,
0.00,470.00,"DL","Delta Air Lines Inc.","ATL","Atlanta, GA","ORD","Chicago, IL","656",2017,12,
0.00,109.00,"DL","Delta Air Lines Inc.","ATL","Atlanta, GA","ORF","Norfolk, VA","612",2017,12,
0.00,91.00,"DL","Delta Air Lines Inc.","ATL","Atlanta, GA","ORF","Norfolk, VA","656",2017,12,
0.00,143.00,"DL","Delta Air Lines Inc.","ATL","Atlanta, GA","PBI","West Palm Beach/Palm Beach, FL","622",2017,12,
0.00,284.00,"DL","Delta Air Lines Inc.","ATL","Atlanta, GA","PDX","Portland, OR","614",2017,12,
0.00,141.00,"DL","Delta Air Lines Inc.","ATL","Atlanta, GA","PHL","Philadelphia, PA","614",2017,12,
0.00,149.00,"DL","Delta Air Lines Inc.","ATL","Atlanta, GA","PHL","Philadelphia, PA","699",2017,12,
0.00,116.00,"DL","Delta Air Lines Inc.","ATL","Atlanta, GA","PNS","Pensacola, FL","612",2017,12,
0.00,335.00,"DL","Delta Air Lines Inc.","ATL","Atlanta, GA","RDU","Raleigh/Durham, NC","699",2017,12,
0.00,164.00,"DL","Delta Air Lines Inc.","ATL","Atlanta, GA","ROA","Roanoke, VA","694",2017,12,
0.00,95.00,"DL","Delta Air Lines Inc.","ATL","Atlanta, GA","SAT","San Antonio, TX","608",2017,12,
0.00,288.00,"DL","Delta Air Lines Inc.","ATL","Atlanta, GA","SEA","Seattle, WA","627",2017,12,
0.00,117.00,"DL","Delta Air Lines Inc.","ATL","Atlanta, GA","SJU","San Juan, PR","612",2017,12,
0.00,186.00,"DL","Delta Air Lines Inc.","ATL","Atlanta, GA","SJU","San Juan, PR","623",2017,12,
0.00,212.00,"DL","Delta Air Lines Inc.","ATL","Atlanta, GA","SJU","San Juan, PR","626",2017,12,
0.00,0.00,"DL","Delta Air Lines Inc.","ATL","Atlanta, GA","SJU","San Juan, PR","622",2017,12,
0.00,716.00,"DL","Delta Air Lines Inc.","ATL","Atlanta, GA","SLC","Salt Lake City, UT","626",2017,12,
0.00,102.00,"DL","Delta Air Lines Inc.","ATL","Atlanta, GA","STL","St. Louis, MO","612",2017,12,
0.00,0.00,"DL","Delta Air Lines Inc.","ATL","Atlanta, GA","TCL","Tuscaloosa, AL","622",2017,12,
0.00,82.00,"DL","Delta Air Lines Inc.","ATL","Atlanta, GA","TLH","Tallahassee, FL","612",2017,12,
0.00,144.00,"DL","Delta Air Lines Inc.","ATL","Atlanta, GA","TPA","Tampa, FL","656",2017,12,
0.00,152.00,"DL","Delta Air Lines Inc.","ATL","Atlanta, GA","TPA","Tampa, FL","624",2017,12,
0.00,0.00,"DL","Delta Air Lines Inc.","ATL","Atlanta, GA","TPA","Tampa, FL","626",2017,12,
0.00,0.00,"DL","Delta Air Lines Inc.","ATL","Atlanta, GA","TPA","Tampa, FL","687",2017,12,
0.00,104.00,"DL","Delta Air Lines Inc.","ATL","Atlanta, GA","TUL","Tulsa, OK","656",2017,12,
0.00,103.00,"DL","Delta Air Lines Inc.","ATL","Atlanta, GA","VPS","Valparaiso, FL","612",2017,12,
0.00,0.00,"DL","Delta Air Lines Inc.","ATW","Appleton, WI","GRB","Green Bay, WI","687",2017,12,
0.00,87.00,"DL","Delta Air Lines Inc.","ATW","Appleton, WI","MSP","Minneapolis, MN","656",2017,12,
0.00,0.00,"DL","Delta Air Lines Inc.","ATW","Appleton, WI","MSP","Minneapolis, MN","626",2017,12,
0.00,130.00,"DL","Delta Air Lines Inc.","AUS","Austin, TX","ATL","Atlanta, GA","656",2017,12,
0.00,153.00,"DL","Delta Air Lines Inc.","AUS","Austin, TX","BHM","Birmingham, AL","694",2017,12,
0.00,149.00,"DL","Delta Air Lines Inc.","AUS","Austin, TX","LAX","Los Angeles, CA","608",2017,12,
0.00,226.00,"DL","Delta Air Lines Inc.","AUS","Austin, TX","LAX","Los Angeles, CA","622",2017,12,
0.00,126.00,"DL","Delta Air Lines Inc.","AUS","Austin, TX","SLC","Salt Lake City, UT","694",2017,12,
0.00,113.00,"DL","Delta Air Lines Inc.","BDL","Hartford, CT","ATL","Atlanta, GA","656",2017,12,
0.00,119.00,"DL","Delta Air Lines Inc.","BDL","Hartford, CT","DTW","Detroit, MI","622",2017,12,
0.00,0.00,"DL","Delta Air Lines Inc.","BDL","Hartford, CT","IAD","Washington, DC","694",2017,12,
0.00,141.00,"DL","Delta Air Lines Inc.","BDL","Hartford, CT","LGA","New York, NY","694",2017,12,
0.00,122.00,"DL","Delta Air Lines Inc.","BDL","Hartford, CT","MSP","Minneapolis, MN","656",2017,12,
0.00,57.00,"DL","Delta Air Lines Inc.","BED","Bedford, MA","CLT","Charlotte, NC","622",2017,12,
0.00,52.00,"DL","Delta Air Lines Inc.","BED","Bedford, MA","EWR","Newark, NJ","622",2017,12,
0.00,0.00,"DL","Delta Air Lines Inc.","BED","Bedford, MA","HPN","White Plains, NY","622",2017,12,
0.00,52.00,"DL","Delta Air Lines Inc.","BED","Bedford, MA","MEM","Memphis, TN","622",2017,12,
0.00,43.00,"DL","Delta Air Lines Inc.","BED","Bedford, MA","SAT","San Antonio, TX","622",2017,12,
0.00,282.00,"DL","Delta Air Lines Inc.","BGR","Bangor, ME","RDU","Raleigh/Durham, NC","622",2017,12,
0.00,187.00,"DL","Delta Air Lines Inc.","BHM","Birmingham, AL","ATL","Atlanta, GA","622",2017,12,
0.00,156.00,"DL","Delta Air Lines Inc.","BHM","Birmingham, AL","ATL","Atlanta, GA","656",2017,12,
0.00,292.00,"DL","Delta Air Lines Inc.","BHM","Birmingham, AL","ATL","Atlanta, GA","694",2017,12,
0.00,653.00,"DL","Delta Air Lines Inc.","BHM","Birmingham, AL","ATL","Atlanta, GA","888",2017,12,
0.00,139.00,"DL","Delta Air Lines Inc.","BIL","Billings, MT","BZN","Bozeman, MT","694",2017,12,
